country_iso3,country_name,year,value,indicator_code,indicator_name,source
NPL,,2008,,MDG_0000000001,,WHO GHO
NZL,,2004,,MDG_0000000001,,WHO GHO
PRK,,2010,,MDG_0000000001,,WHO GHO
KIR,,2012,,MDG_0000000001,,WHO GHO
NZL,,2006,,MDG_0000000001,,WHO GHO
GIN,,2000,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIASOUTHERNASIA,,2016,,MDG_0000000001,,WHO GHO
UNICEF_MENARO,,2001,,MDG_0000000001,,WHO GHO
KGZ,,2019,,MDG_0000000001,,WHO GHO
UNSDG_LDC,,2015,,MDG_0000000001,,WHO GHO
DOM,,2000,,MDG_0000000001,,WHO GHO
TCA,,2001,,MDG_0000000001,,WHO GHO
BEL,,2013,,MDG_0000000001,,WHO GHO
SYC,,2012,,MDG_0000000001,,WHO GHO
NIU,,2002,,MDG_0000000001,,WHO GHO
UNICEF_LACRO,,2020,,MDG_0000000001,,WHO GHO
SSD,,2009,,MDG_0000000001,,WHO GHO
BEL,,2021,,MDG_0000000001,,WHO GHO
QAT,,2003,,MDG_0000000001,,WHO GHO
SEAR,,2014,,MDG_0000000001,,WHO GHO
GNQ,,2023,,MDG_0000000001,,WHO GHO
SSD,,2000,,MDG_0000000001,,WHO GHO
COM,,2015,,MDG_0000000001,,WHO GHO
UNICEF_ROSA,,2006,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIASOUTHEASTERNASIA,,2017,,MDG_0000000001,,WHO GHO
LCA,,2016,,MDG_0000000001,,WHO GHO
NIU,,2005,,MDG_0000000001,,WHO GHO
TUR,,2003,,MDG_0000000001,,WHO GHO
GAB,,2013,,MDG_0000000001,,WHO GHO
ECU,,2012,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIA,,2006,,MDG_0000000001,,WHO GHO
GUY,,2022,,MDG_0000000001,,WHO GHO
SVK,,2016,,MDG_0000000001,,WHO GHO
ALB,,2014,,MDG_0000000001,,WHO GHO
VNM,,2002,,MDG_0000000001,,WHO GHO
BOL,,2007,,MDG_0000000001,,WHO GHO
ZMB,,2004,,MDG_0000000001,,WHO GHO
SDN,,2004,,MDG_0000000001,,WHO GHO
UNSDG_SUBSAHARANAFRICA,,2023,,MDG_0000000001,,WHO GHO
AIA,,2006,,MDG_0000000001,,WHO GHO
FSM,,2023,,MDG_0000000001,,WHO GHO
TCA,,2022,,MDG_0000000001,,WHO GHO
CAF,,2022,,MDG_0000000001,,WHO GHO
IDN,,2016,,MDG_0000000001,,WHO GHO
ARM,,2005,,MDG_0000000001,,WHO GHO
AFG,,2000,,MDG_0000000001,,WHO GHO
EGY,,2019,,MDG_0000000001,,WHO GHO
CPV,,2012,,MDG_0000000001,,WHO GHO
MSR,,2002,,MDG_0000000001,,WHO GHO
UNICEF_ECARO,,2003,,MDG_0000000001,,WHO GHO
ISL,,2000,,MDG_0000000001,,WHO GHO
BDI,,2006,,MDG_0000000001,,WHO GHO
AUS,,2012,,MDG_0000000001,,WHO GHO
TUN,,2023,,MDG_0000000001,,WHO GHO
WB_LMI,,2023,,MDG_0000000001,,WHO GHO
MEX,,2018,,MDG_0000000001,,WHO GHO
ARM,,2011,,MDG_0000000001,,WHO GHO
BOL,,2014,,MDG_0000000001,,WHO GHO
SGP,,2017,,MDG_0000000001,,WHO GHO
SLB,,2009,,MDG_0000000001,,WHO GHO
DOM,,2004,,MDG_0000000001,,WHO GHO
BGR,,2006,,MDG_0000000001,,WHO GHO
UNICEFREGIONNA,,2015,,MDG_0000000001,,WHO GHO
UNSDG_EUROPE,,2000,,MDG_0000000001,,WHO GHO
ISL,,2022,,MDG_0000000001,,WHO GHO
COK,,2013,,MDG_0000000001,,WHO GHO
TZA,,2010,,MDG_0000000001,,WHO GHO
SAU,,2001,,MDG_0000000001,,WHO GHO
VUT,,2003,,MDG_0000000001,,WHO GHO
HND,,2013,,MDG_0000000001,,WHO GHO
COG,,2012,,MDG_0000000001,,WHO GHO
COL,,2014,,MDG_0000000001,,WHO GHO
PSE,,2023,,MDG_0000000001,,WHO GHO
THA,,2004,,MDG_0000000001,,WHO GHO
CHN,,2010,,MDG_0000000001,,WHO GHO
KOR,,2015,,MDG_0000000001,,WHO GHO
UNSDG_EUROPENORTHERNAMR,,2010,,MDG_0000000001,,WHO GHO
OMN,,2001,,MDG_0000000001,,WHO GHO
CPV,,2003,,MDG_0000000001,,WHO GHO
WB_UMI,,2010,,MDG_0000000001,,WHO GHO
ZWE,,2012,,MDG_0000000001,,WHO GHO
ZMB,,2007,,MDG_0000000001,,WHO GHO
PAK,,2022,,MDG_0000000001,,WHO GHO
UNSDG_EUROPE,,2019,,MDG_0000000001,,WHO GHO
UNSDG_SIDS,,2019,,MDG_0000000001,,WHO GHO
VCT,,2022,,MDG_0000000001,,WHO GHO
BDI,,2000,,MDG_0000000001,,WHO GHO
EMR,,2003,,MDG_0000000001,,WHO GHO
AZE,,2008,,MDG_0000000001,,WHO GHO
AZE,,2001,,MDG_0000000001,,WHO GHO
GTM,,2012,,MDG_0000000001,,WHO GHO
CAN,,2008,,MDG_0000000001,,WHO GHO
JOR,,2009,,MDG_0000000001,,WHO GHO
BTN,,2007,,MDG_0000000001,,WHO GHO
TJK,,2003,,MDG_0000000001,,WHO GHO
ZAF,,2013,,MDG_0000000001,,WHO GHO
NIU,,2007,,MDG_0000000001,,WHO GHO
SEAR,,2023,,MDG_0000000001,,WHO GHO
NPL,,2011,,MDG_0000000001,,WHO GHO
WB_UMI,,2021,,MDG_0000000001,,WHO GHO
MUS,,2023,,MDG_0000000001,,WHO GHO
BRB,,2007,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIAexAUSNZL,,2022,,MDG_0000000001,,WHO GHO
ERI,,2014,,MDG_0000000001,,WHO GHO
VCT,,2005,,MDG_0000000001,,WHO GHO
POL,,2014,,MDG_0000000001,,WHO GHO
BTN,,2016,,MDG_0000000001,,WHO GHO
CUB,,2009,,MDG_0000000001,,WHO GHO
NER,,2001,,MDG_0000000001,,WHO GHO
PRT,,2007,,MDG_0000000001,,WHO GHO
UNICEF_ROSA,,2010,,MDG_0000000001,,WHO GHO
ARM,,2012,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2010,,MDG_0000000001,,WHO GHO
VEN,,2001,,MDG_0000000001,,WHO GHO
MCO,,2016,,MDG_0000000001,,WHO GHO
LKA,,2006,,MDG_0000000001,,WHO GHO
AFG,,2017,,MDG_0000000001,,WHO GHO
RUS,,2000,,MDG_0000000001,,WHO GHO
TLS,,2007,,MDG_0000000001,,WHO GHO
ATG,,2004,,MDG_0000000001,,WHO GHO
PRY,,2019,,MDG_0000000001,,WHO GHO
PRK,,2017,,MDG_0000000001,,WHO GHO
SDN,,2005,,MDG_0000000001,,WHO GHO
URY,,2006,,MDG_0000000001,,WHO GHO
KHM,,2023,,MDG_0000000001,,WHO GHO
JOR,,2002,,MDG_0000000001,,WHO GHO
PAK,,2000,,MDG_0000000001,,WHO GHO
SYC,,2001,,MDG_0000000001,,WHO GHO
SYC,,2010,,MDG_0000000001,,WHO GHO
MLI,,2004,,MDG_0000000001,,WHO GHO
GEO,,2002,,MDG_0000000001,,WHO GHO
SVN,,2023,,MDG_0000000001,,WHO GHO
UNSDG_SUBSAHARANAFRICA,,2001,,MDG_0000000001,,WHO GHO
NZL,,2007,,MDG_0000000001,,WHO GHO
UNSDG_LAC,,2008,,MDG_0000000001,,WHO GHO
GTM,,2002,,MDG_0000000001,,WHO GHO
WB_LMI,,2017,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2002,,MDG_0000000001,,WHO GHO
TCD,,2002,,MDG_0000000001,,WHO GHO
LKA,,2023,,MDG_0000000001,,WHO GHO
AGO,,2019,,MDG_0000000001,,WHO GHO
COK,,2006,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIA,,2005,,MDG_0000000001,,WHO GHO
SYR,,2021,,MDG_0000000001,,WHO GHO
AFR,,2019,,MDG_0000000001,,WHO GHO
AFG,,2021,,MDG_0000000001,,WHO GHO
TON,,2017,,MDG_0000000001,,WHO GHO
UNICEFREGIONEECA,,2019,,MDG_0000000001,,WHO GHO
SLV,,2014,,MDG_0000000001,,WHO GHO
UNSDG_EUROPENORTHERNAMR,,2011,,MDG_0000000001,,WHO GHO
AIA,,2021,,MDG_0000000001,,WHO GHO
SWZ,,2018,,MDG_0000000001,,WHO GHO
VCT,,2023,,MDG_0000000001,,WHO GHO
FIN,,2013,,MDG_0000000001,,WHO GHO
AMR,,2019,,MDG_0000000001,,WHO GHO
AFG,,2023,,MDG_0000000001,,WHO GHO
TKM,,2015,,MDG_0000000001,,WHO GHO
UNSDG_EUROPE,,2010,,MDG_0000000001,,WHO GHO
BRB,,2002,,MDG_0000000001,,WHO GHO
NGA,,2013,,MDG_0000000001,,WHO GHO
VUT,,2004,,MDG_0000000001,,WHO GHO
LCA,,2005,,MDG_0000000001,,WHO GHO
NOR,,2004,,MDG_0000000001,,WHO GHO
ITA,,2005,,MDG_0000000001,,WHO GHO
JPN,,2007,,MDG_0000000001,,WHO GHO
UNICEF_LACRO,,2007,,MDG_0000000001,,WHO GHO
UZB,,2007,,MDG_0000000001,,WHO GHO
MLI,,2006,,MDG_0000000001,,WHO GHO
MEX,,2016,,MDG_0000000001,,WHO GHO
SOM,,2005,,MDG_0000000001,,WHO GHO
ZMB,,2011,,MDG_0000000001,,WHO GHO
AND,,2009,,MDG_0000000001,,WHO GHO
TCD,,2010,,MDG_0000000001,,WHO GHO
TUR,,2015,,MDG_0000000001,,WHO GHO
ESP,,2001,,MDG_0000000001,,WHO GHO
UNICEFREGIONWCA,,2023,,MDG_0000000001,,WHO GHO
SSD,,2004,,MDG_0000000001,,WHO GHO
TZA,,2016,,MDG_0000000001,,WHO GHO
ZWE,,2016,,MDG_0000000001,,WHO GHO
QAT,,2016,,MDG_0000000001,,WHO GHO
ARG,,2005,,MDG_0000000001,,WHO GHO
LVA,,2010,,MDG_0000000001,,WHO GHO
BGD,,2003,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHEASTERNASIA,,2002,,MDG_0000000001,,WHO GHO
AUT,,2014,,MDG_0000000001,,WHO GHO
MHL,,2014,,MDG_0000000001,,WHO GHO
DOM,,2017,,MDG_0000000001,,WHO GHO
MNG,,2007,,MDG_0000000001,,WHO GHO
BEL,,2019,,MDG_0000000001,,WHO GHO
FIN,,2018,,MDG_0000000001,,WHO GHO
IND,,2010,,MDG_0000000001,,WHO GHO
GNB,,2009,,MDG_0000000001,,WHO GHO
DZA,,2001,,MDG_0000000001,,WHO GHO
LAO,,2004,,MDG_0000000001,,WHO GHO
DMA,,2000,,MDG_0000000001,,WHO GHO
SWZ,,2007,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAP,,2015,,MDG_0000000001,,WHO GHO
GRC,,2021,,MDG_0000000001,,WHO GHO
HUN,,2015,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2020,,MDG_0000000001,,WHO GHO
AFR,,2007,,MDG_0000000001,,WHO GHO
ETH,,2016,,MDG_0000000001,,WHO GHO
CYP,,2009,,MDG_0000000001,,WHO GHO
NOR,,2003,,MDG_0000000001,,WHO GHO
ARM,,2023,,MDG_0000000001,,WHO GHO
POL,,2021,,MDG_0000000001,,WHO GHO
AGO,,2006,,MDG_0000000001,,WHO GHO
SLE,,2014,,MDG_0000000001,,WHO GHO
UNICEF_ESARO,,2013,,MDG_0000000001,,WHO GHO
CRI,,2001,,MDG_0000000001,,WHO GHO
PAK,,2017,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2013,,MDG_0000000001,,WHO GHO
GLOBAL,,2019,,MDG_0000000001,,WHO GHO
NRU,,2008,,MDG_0000000001,,WHO GHO
ITA,,2016,,MDG_0000000001,,WHO GHO
EMR,,2003,,MDG_0000000001,,WHO GHO
YEM,,2022,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2022,,MDG_0000000001,,WHO GHO
ZMB,,2010,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAP,,2006,,MDG_0000000001,,WHO GHO
KOR,,2009,,MDG_0000000001,,WHO GHO
MAR,,2018,,MDG_0000000001,,WHO GHO
COK,,2004,,MDG_0000000001,,WHO GHO
NIU,,2006,,MDG_0000000001,,WHO GHO
GRD,,2013,,MDG_0000000001,,WHO GHO
NZL,,2005,,MDG_0000000001,,WHO GHO
LCA,,2006,,MDG_0000000001,,WHO GHO
AND,,2023,,MDG_0000000001,,WHO GHO
AGO,,2006,,MDG_0000000001,,WHO GHO
NIU,,2022,,MDG_0000000001,,WHO GHO
SEN,,2022,,MDG_0000000001,,WHO GHO
UNSDG_SUBSAHARANAFRICA,,2003,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2012,,MDG_0000000001,,WHO GHO
TKM,,2001,,MDG_0000000001,,WHO GHO
CMR,,2020,,MDG_0000000001,,WHO GHO
MSR,,2020,,MDG_0000000001,,WHO GHO
TZA,,2010,,MDG_0000000001,,WHO GHO
GIN,,2004,,MDG_0000000001,,WHO GHO
AUT,,2005,,MDG_0000000001,,WHO GHO
COG,,2009,,MDG_0000000001,,WHO GHO
CUB,,2001,,MDG_0000000001,,WHO GHO
SYC,,2023,,MDG_0000000001,,WHO GHO
UGA,,2021,,MDG_0000000001,,WHO GHO
BDI,,2003,,MDG_0000000001,,WHO GHO
MUS,,2006,,MDG_0000000001,,WHO GHO
FRA,,2010,,MDG_0000000001,,WHO GHO
LAO,,2006,,MDG_0000000001,,WHO GHO
URY,,2008,,MDG_0000000001,,WHO GHO
EST,,2016,,MDG_0000000001,,WHO GHO
COD,,2020,,MDG_0000000001,,WHO GHO
ARE,,2003,,MDG_0000000001,,WHO GHO
ROU,,2002,,MDG_0000000001,,WHO GHO
ALB,,2004,,MDG_0000000001,,WHO GHO
SRB,,2014,,MDG_0000000001,,WHO GHO
GTM,,2019,,MDG_0000000001,,WHO GHO
MNG,,2020,,MDG_0000000001,,WHO GHO
UNSDG_SUBSAHARANAFRICA,,2001,,MDG_0000000001,,WHO GHO
AMR,,2017,,MDG_0000000001,,WHO GHO
LUX,,2023,,MDG_0000000001,,WHO GHO
MHL,,2017,,MDG_0000000001,,WHO GHO
GNQ,,2003,,MDG_0000000001,,WHO GHO
CAN,,2012,,MDG_0000000001,,WHO GHO
TGO,,2016,,MDG_0000000001,,WHO GHO
LBR,,2018,,MDG_0000000001,,WHO GHO
DNK,,2022,,MDG_0000000001,,WHO GHO
SLB,,2004,,MDG_0000000001,,WHO GHO
ERI,,2004,,MDG_0000000001,,WHO GHO
EGY,,2001,,MDG_0000000001,,WHO GHO
POL,,2011,,MDG_0000000001,,WHO GHO
MUS,,2020,,MDG_0000000001,,WHO GHO
VEN,,2022,,MDG_0000000001,,WHO GHO
MCO,,2019,,MDG_0000000001,,WHO GHO
THA,,2005,,MDG_0000000001,,WHO GHO
BTN,,2022,,MDG_0000000001,,WHO GHO
ARG,,2014,,MDG_0000000001,,WHO GHO
UNICEFREGIONSA,,2018,,MDG_0000000001,,WHO GHO
ESP,,2014,,MDG_0000000001,,WHO GHO
CPV,,2023,,MDG_0000000001,,WHO GHO
GNB,,2012,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2014,,MDG_0000000001,,WHO GHO
MLI,,2006,,MDG_0000000001,,WHO GHO
CZE,,2005,,MDG_0000000001,,WHO GHO
GUY,,2019,,MDG_0000000001,,WHO GHO
BRN,,2005,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2000,,MDG_0000000001,,WHO GHO
LTU,,2023,,MDG_0000000001,,WHO GHO
AUS,,2011,,MDG_0000000001,,WHO GHO
QAT,,2006,,MDG_0000000001,,WHO GHO
AFG,,2004,,MDG_0000000001,,WHO GHO
UNICEFREGIONNA,,2019,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIANORTHERNAFR,,2001,,MDG_0000000001,,WHO GHO
TLS,,2022,,MDG_0000000001,,WHO GHO
ZMB,,2013,,MDG_0000000001,,WHO GHO
AIA,,2013,,MDG_0000000001,,WHO GHO
SLE,,2011,,MDG_0000000001,,WHO GHO
DNK,,2017,,MDG_0000000001,,WHO GHO
TGO,,2020,,MDG_0000000001,,WHO GHO
TGO,,2020,,MDG_0000000001,,WHO GHO
GEO,,2013,,MDG_0000000001,,WHO GHO
GBR,,2014,,MDG_0000000001,,WHO GHO
LBN,,2009,,MDG_0000000001,,WHO GHO
DEU,,2011,,MDG_0000000001,,WHO GHO
SLE,,2008,,MDG_0000000001,,WHO GHO
TLS,,2004,,MDG_0000000001,,WHO GHO
SOM,,2019,,MDG_0000000001,,WHO GHO
UNICEF_ROSA,,2009,,MDG_0000000001,,WHO GHO
TKM,,2008,,MDG_0000000001,,WHO GHO
AZE,,2016,,MDG_0000000001,,WHO GHO
GRD,,2018,,MDG_0000000001,,WHO GHO
GNB,,2023,,MDG_0000000001,,WHO GHO
PAN,,2018,,MDG_0000000001,,WHO GHO
MHL,,2005,,MDG_0000000001,,WHO GHO
UNICEFREGIONSSA,,2015,,MDG_0000000001,,WHO GHO
ARE,,2013,,MDG_0000000001,,WHO GHO
KNA,,2016,,MDG_0000000001,,WHO GHO
BHS,,2016,,MDG_0000000001,,WHO GHO
GTM,,2007,,MDG_0000000001,,WHO GHO
NZL,,2011,,MDG_0000000001,,WHO GHO
TON,,2006,,MDG_0000000001,,WHO GHO
LSO,,2013,,MDG_0000000001,,WHO GHO
COM,,2021,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIA,,2022,,MDG_0000000001,,WHO GHO
MDA,,2021,,MDG_0000000001,,WHO GHO
AZE,,2011,,MDG_0000000001,,WHO GHO
NAM,,2010,,MDG_0000000001,,WHO GHO
CHL,,2021,,MDG_0000000001,,WHO GHO
AFG,,2015,,MDG_0000000001,,WHO GHO
DEU,,2022,,MDG_0000000001,,WHO GHO
THA,,2006,,MDG_0000000001,,WHO GHO
BHR,,2003,,MDG_0000000001,,WHO GHO
TLS,,2005,,MDG_0000000001,,WHO GHO
LBY,,2019,,MDG_0000000001,,WHO GHO
BRA,,2008,,MDG_0000000001,,WHO GHO
UGA,,2018,,MDG_0000000001,,WHO GHO
ITA,,2002,,MDG_0000000001,,WHO GHO
PAN,,2006,,MDG_0000000001,,WHO GHO
LBY,,2006,,MDG_0000000001,,WHO GHO
NER,,2001,,MDG_0000000001,,WHO GHO
NRU,,2017,,MDG_0000000001,,WHO GHO
KWT,,2013,,MDG_0000000001,,WHO GHO
NOR,,2006,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHASIA,,2001,,MDG_0000000001,,WHO GHO
SYC,,2005,,MDG_0000000001,,WHO GHO
YEM,,2017,,MDG_0000000001,,WHO GHO
VGB,,2006,,MDG_0000000001,,WHO GHO
PHL,,2010,,MDG_0000000001,,WHO GHO
HND,,2018,,MDG_0000000001,,WHO GHO
UNSDG_AUSTRALIANEWZEALAND,,2004,,MDG_0000000001,,WHO GHO
LTU,,2004,,MDG_0000000001,,WHO GHO
UNICEFREGIONWCA,,2014,,MDG_0000000001,,WHO GHO
GEO,,2004,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2002,,MDG_0000000001,,WHO GHO
SEN,,2017,,MDG_0000000001,,WHO GHO
TCA,,2000,,MDG_0000000001,,WHO GHO
UNICEF_WCARO,,2008,,MDG_0000000001,,WHO GHO
ATG,,2003,,MDG_0000000001,,WHO GHO
TLS,,2001,,MDG_0000000001,,WHO GHO
WB_LMI,,2014,,MDG_0000000001,,WHO GHO
SUR,,2001,,MDG_0000000001,,WHO GHO
AZE,,2004,,MDG_0000000001,,WHO GHO
GMB,,2017,,MDG_0000000001,,WHO GHO
SLE,,2005,,MDG_0000000001,,WHO GHO
MNG,,2009,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIA,,2001,,MDG_0000000001,,WHO GHO
ARM,,2007,,MDG_0000000001,,WHO GHO
BHS,,2012,,MDG_0000000001,,WHO GHO
SWE,,2015,,MDG_0000000001,,WHO GHO
UNICEF_ECARO,,2019,,MDG_0000000001,,WHO GHO
UNICEFREGIONMENA,,2011,,MDG_0000000001,,WHO GHO
UNICEFREGIONMENA,,2006,,MDG_0000000001,,WHO GHO
VGB,,2023,,MDG_0000000001,,WHO GHO
AUS,,2014,,MDG_0000000001,,WHO GHO
KGZ,,2018,,MDG_0000000001,,WHO GHO
MMR,,2002,,MDG_0000000001,,WHO GHO
KNA,,2013,,MDG_0000000001,,WHO GHO
NLD,,2001,,MDG_0000000001,,WHO GHO
GHA,,2015,,MDG_0000000001,,WHO GHO
GUY,,2017,,MDG_0000000001,,WHO GHO
UNICEF_WCARO,,2005,,MDG_0000000001,,WHO GHO
WPR,,2013,,MDG_0000000001,,WHO GHO
UNICEFREGIONWE,,2011,,MDG_0000000001,,WHO GHO
DMA,,2013,,MDG_0000000001,,WHO GHO
SLV,,2009,,MDG_0000000001,,WHO GHO
QAT,,2005,,MDG_0000000001,,WHO GHO
ERI,,2021,,MDG_0000000001,,WHO GHO
SWZ,,2009,,MDG_0000000001,,WHO GHO
UNSDG_NORTHERNAMR,,2020,,MDG_0000000001,,WHO GHO
VCT,,2002,,MDG_0000000001,,WHO GHO
AUS,,2004,,MDG_0000000001,,WHO GHO
HRV,,2018,,MDG_0000000001,,WHO GHO
ESP,,2019,,MDG_0000000001,,WHO GHO
QAT,,2008,,MDG_0000000001,,WHO GHO
MCO,,2008,,MDG_0000000001,,WHO GHO
CMR,,2021,,MDG_0000000001,,WHO GHO
GRC,,2017,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAC,,2023,,MDG_0000000001,,WHO GHO
THA,,2009,,MDG_0000000001,,WHO GHO
CPV,,2005,,MDG_0000000001,,WHO GHO
POL,,2016,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIAexAUSNZL,,2022,,MDG_0000000001,,WHO GHO
FIN,,2017,,MDG_0000000001,,WHO GHO
BEN,,2013,,MDG_0000000001,,WHO GHO
MDG,,2016,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAP,,2020,,MDG_0000000001,,WHO GHO
VGB,,2021,,MDG_0000000001,,WHO GHO
SVK,,2009,,MDG_0000000001,,WHO GHO
NIU,,2003,,MDG_0000000001,,WHO GHO
TZA,,2022,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIA,,2013,,MDG_0000000001,,WHO GHO
SMR,,2017,,MDG_0000000001,,WHO GHO
UNSDG_NORTHERNAMR,,2013,,MDG_0000000001,,WHO GHO
PER,,2015,,MDG_0000000001,,WHO GHO
URY,,2006,,MDG_0000000001,,WHO GHO
ROU,,2000,,MDG_0000000001,,WHO GHO
PRY,,2018,,MDG_0000000001,,WHO GHO
THA,,2018,,MDG_0000000001,,WHO GHO
BEN,,2007,,MDG_0000000001,,WHO GHO
NGA,,2001,,MDG_0000000001,,WHO GHO
TCA,,2012,,MDG_0000000001,,WHO GHO
CHN,,2007,,MDG_0000000001,,WHO GHO
ZMB,,2018,,MDG_0000000001,,WHO GHO
BEN,,2015,,MDG_0000000001,,WHO GHO
NLD,,2005,,MDG_0000000001,,WHO GHO
PER,,2023,,MDG_0000000001,,WHO GHO
NAM,,2002,,MDG_0000000001,,WHO GHO
EST,,2006,,MDG_0000000001,,WHO GHO
BLZ,,2011,,MDG_0000000001,,WHO GHO
FIN,,2000,,MDG_0000000001,,WHO GHO
CMR,,2008,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2001,,MDG_0000000001,,WHO GHO
ATG,,2020,,MDG_0000000001,,WHO GHO
VGB,,2010,,MDG_0000000001,,WHO GHO
HRV,,2006,,MDG_0000000001,,WHO GHO
UNICEFREGIONEECA,,2004,,MDG_0000000001,,WHO GHO
CAN,,2005,,MDG_0000000001,,WHO GHO
GLOBAL,,2000,,MDG_0000000001,,WHO GHO
GRC,,2017,,MDG_0000000001,,WHO GHO
UNICEFREGIONSSA,,2017,,MDG_0000000001,,WHO GHO
UNSDG_EUROPENORTHERNAMR,,2016,,MDG_0000000001,,WHO GHO
MKD,,2015,,MDG_0000000001,,WHO GHO
DJI,,2016,,MDG_0000000001,,WHO GHO
BLR,,2016,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIA,,2014,,MDG_0000000001,,WHO GHO
ZWE,,2002,,MDG_0000000001,,WHO GHO
ESP,,2000,,MDG_0000000001,,WHO GHO
LCA,,2019,,MDG_0000000001,,WHO GHO
BHR,,2011,,MDG_0000000001,,WHO GHO
GLOBAL,,2006,,MDG_0000000001,,WHO GHO
GBR,,2004,,MDG_0000000001,,WHO GHO
SLB,,2011,,MDG_0000000001,,WHO GHO
CMR,,2000,,MDG_0000000001,,WHO GHO
MRT,,2005,,MDG_0000000001,,WHO GHO
CHL,,2013,,MDG_0000000001,,WHO GHO
IRQ,,2011,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAC,,2002,,MDG_0000000001,,WHO GHO
COD,,2021,,MDG_0000000001,,WHO GHO
FSM,,2022,,MDG_0000000001,,WHO GHO
GEO,,2001,,MDG_0000000001,,WHO GHO
NRU,,2008,,MDG_0000000001,,WHO GHO
MNE,,2016,,MDG_0000000001,,WHO GHO
MYS,,2005,,MDG_0000000001,,WHO GHO
NIU,,2009,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2009,,MDG_0000000001,,WHO GHO
AUS,,2016,,MDG_0000000001,,WHO GHO
TGO,,2001,,MDG_0000000001,,WHO GHO
CMR,,2016,,MDG_0000000001,,WHO GHO
SGP,,2014,,MDG_0000000001,,WHO GHO
SVN,,2000,,MDG_0000000001,,WHO GHO
MDA,,2009,,MDG_0000000001,,WHO GHO
VGB,,2000,,MDG_0000000001,,WHO GHO
PSE,,2006,,MDG_0000000001,,WHO GHO
LBN,,2001,,MDG_0000000001,,WHO GHO
NGA,,2009,,MDG_0000000001,,WHO GHO
BOL,,2004,,MDG_0000000001,,WHO GHO
UNICEFREGIONWCA,,2014,,MDG_0000000001,,WHO GHO
FJI,,2023,,MDG_0000000001,,WHO GHO
KIR,,2010,,MDG_0000000001,,WHO GHO
AND,,2022,,MDG_0000000001,,WHO GHO
MYS,,2013,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2013,,MDG_0000000001,,WHO GHO
ETH,,2022,,MDG_0000000001,,WHO GHO
UNSDG_LAC,,2021,,MDG_0000000001,,WHO GHO
TCA,,2018,,MDG_0000000001,,WHO GHO
MDG,,2016,,MDG_0000000001,,WHO GHO
SEAR,,2006,,MDG_0000000001,,WHO GHO
CAN,,2018,,MDG_0000000001,,WHO GHO
SOM,,2015,,MDG_0000000001,,WHO GHO
SVK,,2017,,MDG_0000000001,,WHO GHO
MNE,,2006,,MDG_0000000001,,WHO GHO
FSM,,2000,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2014,,MDG_0000000001,,WHO GHO
DNK,,2023,,MDG_0000000001,,WHO GHO
IND,,2006,,MDG_0000000001,,WHO GHO
PAK,,2014,,MDG_0000000001,,WHO GHO
CAF,,2018,,MDG_0000000001,,WHO GHO
UNICEF_LACRO,,2001,,MDG_0000000001,,WHO GHO
EMR,,2019,,MDG_0000000001,,WHO GHO
UNICEF_ROSA,,2013,,MDG_0000000001,,WHO GHO
DNK,,2019,,MDG_0000000001,,WHO GHO
ESP,,2000,,MDG_0000000001,,WHO GHO
WB_LI,,2009,,MDG_0000000001,,WHO GHO
SRB,,2011,,MDG_0000000001,,WHO GHO
LTU,,2014,,MDG_0000000001,,WHO GHO
SOM,,2013,,MDG_0000000001,,WHO GHO
SEN,,2021,,MDG_0000000001,,WHO GHO
SLE,,2003,,MDG_0000000001,,WHO GHO
SAU,,2020,,MDG_0000000001,,WHO GHO
