country_iso3,country_name,year,value,indicator_code,indicator_name,source
PAK,,2017,,MDG_0000000001,,WHO GHO
FIN,,2008,,MDG_0000000001,,WHO GHO
UNICEFREGIONWCA,,2021,,MDG_0000000001,,WHO GHO
MDG,,2001,,MDG_0000000001,,WHO GHO
MHL,,2022,,MDG_0000000001,,WHO GHO
CHE,,2023,,MDG_0000000001,,WHO GHO
MHL,,2000,,MDG_0000000001,,WHO GHO
MDG,,2014,,MDG_0000000001,,WHO GHO
MDA,,2013,,MDG_0000000001,,WHO GHO
RWA,,2023,,MDG_0000000001,,WHO GHO
HND,,2021,,MDG_0000000001,,WHO GHO
PRT,,2015,,MDG_0000000001,,WHO GHO
VNM,,2014,,MDG_0000000001,,WHO GHO
LBR,,2023,,MDG_0000000001,,WHO GHO
UNICEFREGIONSSA,,2007,,MDG_0000000001,,WHO GHO
ERI,,2011,,MDG_0000000001,,WHO GHO
GTM,,2016,,MDG_0000000001,,WHO GHO
NER,,2018,,MDG_0000000001,,WHO GHO
TTO,,2010,,MDG_0000000001,,WHO GHO
VGB,,2021,,MDG_0000000001,,WHO GHO
GMB,,2021,,MDG_0000000001,,WHO GHO
IND,,2020,,MDG_0000000001,,WHO GHO
PSE,,2013,,MDG_0000000001,,WHO GHO
CMR,,2016,,MDG_0000000001,,WHO GHO
SYC,,2012,,MDG_0000000001,,WHO GHO
IND,,2023,,MDG_0000000001,,WHO GHO
VGB,,2006,,MDG_0000000001,,WHO GHO
WB_HI,,2002,,MDG_0000000001,,WHO GHO
DEU,,2005,,MDG_0000000001,,WHO GHO
MYS,,2005,,MDG_0000000001,,WHO GHO
BFA,,2004,,MDG_0000000001,,WHO GHO
JAM,,2019,,MDG_0000000001,,WHO GHO
UNICEF_WCARO,,2009,,MDG_0000000001,,WHO GHO
PRT,,2021,,MDG_0000000001,,WHO GHO
PRY,,2019,,MDG_0000000001,,WHO GHO
UNICEF_ROSA,,2005,,MDG_0000000001,,WHO GHO
MCO,,2023,,MDG_0000000001,,WHO GHO
IRN,,2012,,MDG_0000000001,,WHO GHO
SLB,,2011,,MDG_0000000001,,WHO GHO
IRL,,2008,,MDG_0000000001,,WHO GHO
MDV,,2019,,MDG_0000000001,,WHO GHO
ERI,,2007,,MDG_0000000001,,WHO GHO
MKD,,2008,,MDG_0000000001,,WHO GHO
UNSDG_SUBSAHARANAFRICA,,2021,,MDG_0000000001,,WHO GHO
NGA,,2004,,MDG_0000000001,,WHO GHO
LBR,,2004,,MDG_0000000001,,WHO GHO
GTM,,2021,,MDG_0000000001,,WHO GHO
UNICEFREGIONMENA,,2020,,MDG_0000000001,,WHO GHO
BHR,,2012,,MDG_0000000001,,WHO GHO
UNICEFREGIONSSA,,2022,,MDG_0000000001,,WHO GHO
SOM,,2002,,MDG_0000000001,,WHO GHO
SOM,,2019,,MDG_0000000001,,WHO GHO
ISL,,2014,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIASOUTHERNASIA,,2023,,MDG_0000000001,,WHO GHO
BEN,,2017,,MDG_0000000001,,WHO GHO
GHA,,2017,,MDG_0000000001,,WHO GHO
CMR,,2010,,MDG_0000000001,,WHO GHO
SGP,,2008,,MDG_0000000001,,WHO GHO
BRA,,2016,,MDG_0000000001,,WHO GHO
BGD,,2007,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHASIA,,2003,,MDG_0000000001,,WHO GHO
MRT,,2023,,MDG_0000000001,,WHO GHO
AUS,,2006,,MDG_0000000001,,WHO GHO
TGO,,2022,,MDG_0000000001,,WHO GHO
RUS,,2016,,MDG_0000000001,,WHO GHO
UNICEF_ROSA,,2023,,MDG_0000000001,,WHO GHO
EGY,,2010,,MDG_0000000001,,WHO GHO
IRN,,2006,,MDG_0000000001,,WHO GHO
ARM,,2017,,MDG_0000000001,,WHO GHO
KOR,,2010,,MDG_0000000001,,WHO GHO
GBR,,2006,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2002,,MDG_0000000001,,WHO GHO
XKX,,2003,,MDG_0000000001,,WHO GHO
QAT,,2002,,MDG_0000000001,,WHO GHO
SSD,,2007,,MDG_0000000001,,WHO GHO
UNICEF_WCARO,,2020,,MDG_0000000001,,WHO GHO
VCT,,2014,,MDG_0000000001,,WHO GHO
GEO,,2023,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2021,,MDG_0000000001,,WHO GHO
AFR,,2013,,MDG_0000000001,,WHO GHO
UNICEFREGIONEECA,,2021,,MDG_0000000001,,WHO GHO
POL,,2003,,MDG_0000000001,,WHO GHO
ERI,,2022,,MDG_0000000001,,WHO GHO
HTI,,2017,,MDG_0000000001,,WHO GHO
AFR,,2003,,MDG_0000000001,,WHO GHO
PAN,,2013,,MDG_0000000001,,WHO GHO
ARG,,2014,,MDG_0000000001,,WHO GHO
MAR,,2010,,MDG_0000000001,,WHO GHO
RWA,,2010,,MDG_0000000001,,WHO GHO
PRK,,2011,,MDG_0000000001,,WHO GHO
BRA,,2004,,MDG_0000000001,,WHO GHO
AFR,,2018,,MDG_0000000001,,WHO GHO
UNSDG_AUSTRALIANEWZEALAND,,2012,,MDG_0000000001,,WHO GHO
MKD,,2010,,MDG_0000000001,,WHO GHO
SUR,,2002,,MDG_0000000001,,WHO GHO
QAT,,2013,,MDG_0000000001,,WHO GHO
ITA,,2014,,MDG_0000000001,,WHO GHO
ECU,,2022,,MDG_0000000001,,WHO GHO
USA,,2020,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2004,,MDG_0000000001,,WHO GHO
PNG,,2002,,MDG_0000000001,,WHO GHO
GUY,,2010,,MDG_0000000001,,WHO GHO
UZB,,2008,,MDG_0000000001,,WHO GHO
CRI,,2009,,MDG_0000000001,,WHO GHO
UNSDG_SUBSAHARANAFRICA,,2010,,MDG_0000000001,,WHO GHO
MDG,,2007,,MDG_0000000001,,WHO GHO
SLV,,2011,,MDG_0000000001,,WHO GHO
YEM,,2013,,MDG_0000000001,,WHO GHO
UNSDG_LAC,,2012,,MDG_0000000001,,WHO GHO
ZWE,,2023,,MDG_0000000001,,WHO GHO
NRU,,2020,,MDG_0000000001,,WHO GHO
HUN,,2023,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2017,,MDG_0000000001,,WHO GHO
PER,,2007,,MDG_0000000001,,WHO GHO
SGP,,2003,,MDG_0000000001,,WHO GHO
BRN,,2017,,MDG_0000000001,,WHO GHO
GTM,,2011,,MDG_0000000001,,WHO GHO
WSM,,2004,,MDG_0000000001,,WHO GHO
UNSDG_LAC,,2007,,MDG_0000000001,,WHO GHO
DNK,,2019,,MDG_0000000001,,WHO GHO
ETH,,2019,,MDG_0000000001,,WHO GHO
VNM,,2011,,MDG_0000000001,,WHO GHO
GIN,,2007,,MDG_0000000001,,WHO GHO
WB_UMI,,2007,,MDG_0000000001,,WHO GHO
ZWE,,2019,,MDG_0000000001,,WHO GHO
SEN,,2002,,MDG_0000000001,,WHO GHO
ECU,,2023,,MDG_0000000001,,WHO GHO
IRN,,2002,,MDG_0000000001,,WHO GHO
SYC,,2002,,MDG_0000000001,,WHO GHO
ATG,,2009,,MDG_0000000001,,WHO GHO
GRC,,2007,,MDG_0000000001,,WHO GHO
BDI,,2014,,MDG_0000000001,,WHO GHO
RUS,,2013,,MDG_0000000001,,WHO GHO
PNG,,2005,,MDG_0000000001,,WHO GHO
MYS,,2003,,MDG_0000000001,,WHO GHO
SYR,,2018,,MDG_0000000001,,WHO GHO
PHL,,2012,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIA,,2000,,MDG_0000000001,,WHO GHO
SOM,,2000,,MDG_0000000001,,WHO GHO
MLI,,2016,,MDG_0000000001,,WHO GHO
BWA,,2018,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIA,,2014,,MDG_0000000001,,WHO GHO
ALB,,2014,,MDG_0000000001,,WHO GHO
MCO,,2015,,MDG_0000000001,,WHO GHO
AND,,2018,,MDG_0000000001,,WHO GHO
COG,,2020,,MDG_0000000001,,WHO GHO
ERI,,2010,,MDG_0000000001,,WHO GHO
UZB,,2013,,MDG_0000000001,,WHO GHO
NER,,2000,,MDG_0000000001,,WHO GHO
WB_LMI,,2021,,MDG_0000000001,,WHO GHO
CUB,,2015,,MDG_0000000001,,WHO GHO
PRT,,2007,,MDG_0000000001,,WHO GHO
GTM,,2009,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIAexAUSNZL,,2006,,MDG_0000000001,,WHO GHO
VEN,,2003,,MDG_0000000001,,WHO GHO
PRK,,2009,,MDG_0000000001,,WHO GHO
WB_LMI,,2011,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAP,,2012,,MDG_0000000001,,WHO GHO
VCT,,2008,,MDG_0000000001,,WHO GHO
URY,,2000,,MDG_0000000001,,WHO GHO
ZAF,,2014,,MDG_0000000001,,WHO GHO
MYS,,2015,,MDG_0000000001,,WHO GHO
GAB,,2013,,MDG_0000000001,,WHO GHO
QAT,,2017,,MDG_0000000001,,WHO GHO
SVN,,2004,,MDG_0000000001,,WHO GHO
UNICEF_EAPRO,,2008,,MDG_0000000001,,WHO GHO
UNICEF_ESARO,,2014,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAP,,2003,,MDG_0000000001,,WHO GHO
ISL,,2019,,MDG_0000000001,,WHO GHO
JPN,,2000,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHEASTERNASIA,,2011,,MDG_0000000001,,WHO GHO
MKD,,2013,,MDG_0000000001,,WHO GHO
SOM,,2018,,MDG_0000000001,,WHO GHO
LUX,,2001,,MDG_0000000001,,WHO GHO
PRT,,2004,,MDG_0000000001,,WHO GHO
NIC,,2011,,MDG_0000000001,,WHO GHO
EGY,,2000,,MDG_0000000001,,WHO GHO
GNQ,,2015,,MDG_0000000001,,WHO GHO
NIU,,2001,,MDG_0000000001,,WHO GHO
COD,,2014,,MDG_0000000001,,WHO GHO
TCA,,2022,,MDG_0000000001,,WHO GHO
MHL,,2021,,MDG_0000000001,,WHO GHO
GNB,,2013,,MDG_0000000001,,WHO GHO
LTU,,2021,,MDG_0000000001,,WHO GHO
BGR,,2000,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIA,,2008,,MDG_0000000001,,WHO GHO
VEN,,2010,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIA,,2002,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2021,,MDG_0000000001,,WHO GHO
UNICEF_MENARO,,2004,,MDG_0000000001,,WHO GHO
UNICEFREGIONNA,,2002,,MDG_0000000001,,WHO GHO
UNSDG_EUROPE,,2001,,MDG_0000000001,,WHO GHO
ARG,,2023,,MDG_0000000001,,WHO GHO
KAZ,,2002,,MDG_0000000001,,WHO GHO
CMR,,2006,,MDG_0000000001,,WHO GHO
GHA,,2004,,MDG_0000000001,,WHO GHO
IND,,2012,,MDG_0000000001,,WHO GHO
ERI,,2006,,MDG_0000000001,,WHO GHO
AGO,,2011,,MDG_0000000001,,WHO GHO
ZMB,,2013,,MDG_0000000001,,WHO GHO
AFR,,2020,,MDG_0000000001,,WHO GHO
ZMB,,2015,,MDG_0000000001,,WHO GHO
HRV,,2021,,MDG_0000000001,,WHO GHO
VCT,,2006,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHASIA,,2017,,MDG_0000000001,,WHO GHO
SEN,,2016,,MDG_0000000001,,WHO GHO
BDI,,2016,,MDG_0000000001,,WHO GHO
UNICEF_ESARO,,2009,,MDG_0000000001,,WHO GHO
BOL,,2023,,MDG_0000000001,,WHO GHO
ERI,,2022,,MDG_0000000001,,WHO GHO
URY,,2004,,MDG_0000000001,,WHO GHO
AMR,,2011,,MDG_0000000001,,WHO GHO
COG,,2000,,MDG_0000000001,,WHO GHO
BHR,,2023,,MDG_0000000001,,WHO GHO
THA,,2018,,MDG_0000000001,,WHO GHO
LTU,,2005,,MDG_0000000001,,WHO GHO
FIN,,2019,,MDG_0000000001,,WHO GHO
RUS,,2000,,MDG_0000000001,,WHO GHO
KIR,,2012,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2016,,MDG_0000000001,,WHO GHO
TLS,,2005,,MDG_0000000001,,WHO GHO
NIU,,2017,,MDG_0000000001,,WHO GHO
BGD,,2006,,MDG_0000000001,,WHO GHO
COG,,2010,,MDG_0000000001,,WHO GHO
LAO,,2013,,MDG_0000000001,,WHO GHO
UNSDG_EUROPENORTHERNAMR,,2003,,MDG_0000000001,,WHO GHO
SEN,,2003,,MDG_0000000001,,WHO GHO
ZWE,,2014,,MDG_0000000001,,WHO GHO
AFR,,2008,,MDG_0000000001,,WHO GHO
MAR,,2017,,MDG_0000000001,,WHO GHO
JPN,,2016,,MDG_0000000001,,WHO GHO
MMR,,2017,,MDG_0000000001,,WHO GHO
CZE,,2001,,MDG_0000000001,,WHO GHO
GLOBAL,,2005,,MDG_0000000001,,WHO GHO
ERI,,2014,,MDG_0000000001,,WHO GHO
COD,,2008,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIA,,2013,,MDG_0000000001,,WHO GHO
DOM,,2020,,MDG_0000000001,,WHO GHO
ARE,,2011,,MDG_0000000001,,WHO GHO
UNICEFREGIONWCA,,2022,,MDG_0000000001,,WHO GHO
EUR,,2017,,MDG_0000000001,,WHO GHO
KOR,,2004,,MDG_0000000001,,WHO GHO
POL,,2019,,MDG_0000000001,,WHO GHO
GTM,,2007,,MDG_0000000001,,WHO GHO
MNG,,2010,,MDG_0000000001,,WHO GHO
BLR,,2013,,MDG_0000000001,,WHO GHO
VEN,,2002,,MDG_0000000001,,WHO GHO
SWZ,,2012,,MDG_0000000001,,WHO GHO
HTI,,2018,,MDG_0000000001,,WHO GHO
NAM,,2015,,MDG_0000000001,,WHO GHO
SLV,,2005,,MDG_0000000001,,WHO GHO
CIV,,2022,,MDG_0000000001,,WHO GHO
SYC,,2018,,MDG_0000000001,,WHO GHO
GHA,,2011,,MDG_0000000001,,WHO GHO
UNICEF_WCARO,,2012,,MDG_0000000001,,WHO GHO
NLD,,2007,,MDG_0000000001,,WHO GHO
DJI,,2006,,MDG_0000000001,,WHO GHO
CZE,,2000,,MDG_0000000001,,WHO GHO
BRN,,2022,,MDG_0000000001,,WHO GHO
ISL,,2016,,MDG_0000000001,,WHO GHO
PRT,,2001,,MDG_0000000001,,WHO GHO
BIH,,2009,,MDG_0000000001,,WHO GHO
HUN,,2003,,MDG_0000000001,,WHO GHO
GLOBAL,,2012,,MDG_0000000001,,WHO GHO
SSD,,2009,,MDG_0000000001,,WHO GHO
BHS,,2005,,MDG_0000000001,,WHO GHO
BEN,,2009,,MDG_0000000001,,WHO GHO
SYC,,2006,,MDG_0000000001,,WHO GHO
LBN,,2020,,MDG_0000000001,,WHO GHO
TZA,,2005,,MDG_0000000001,,WHO GHO
SWE,,2018,,MDG_0000000001,,WHO GHO
IRN,,2009,,MDG_0000000001,,WHO GHO
SOM,,2006,,MDG_0000000001,,WHO GHO
KNA,,2016,,MDG_0000000001,,WHO GHO
BIH,,2021,,MDG_0000000001,,WHO GHO
BLZ,,2018,,MDG_0000000001,,WHO GHO
AFR,,2022,,MDG_0000000001,,WHO GHO
TUR,,2023,,MDG_0000000001,,WHO GHO
UNICEFREGIONSA,,2010,,MDG_0000000001,,WHO GHO
FSM,,2019,,MDG_0000000001,,WHO GHO
ARM,,2018,,MDG_0000000001,,WHO GHO
MNE,,2008,,MDG_0000000001,,WHO GHO
EUR,,2001,,MDG_0000000001,,WHO GHO
WB_LMI,,2014,,MDG_0000000001,,WHO GHO
PHL,,2021,,MDG_0000000001,,WHO GHO
EUR,,2005,,MDG_0000000001,,WHO GHO
IDN,,2001,,MDG_0000000001,,WHO GHO
TLS,,2004,,MDG_0000000001,,WHO GHO
LSO,,2006,,MDG_0000000001,,WHO GHO
VNM,,2015,,MDG_0000000001,,WHO GHO
CPV,,2020,,MDG_0000000001,,WHO GHO
BEN,,2011,,MDG_0000000001,,WHO GHO
LAO,,2019,,MDG_0000000001,,WHO GHO
ESP,,2003,,MDG_0000000001,,WHO GHO
UNICEF_ESARO,,2013,,MDG_0000000001,,WHO GHO
LSO,,2015,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAP,,2022,,MDG_0000000001,,WHO GHO
LKA,,2005,,MDG_0000000001,,WHO GHO
PRT,,2006,,MDG_0000000001,,WHO GHO
VGB,,2018,,MDG_0000000001,,WHO GHO
NRU,,2010,,MDG_0000000001,,WHO GHO
ARM,,2023,,MDG_0000000001,,WHO GHO
SYC,,2014,,MDG_0000000001,,WHO GHO
KWT,,2010,,MDG_0000000001,,WHO GHO
BLR,,2012,,MDG_0000000001,,WHO GHO
UNICEF_EAPRO,,2002,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2015,,MDG_0000000001,,WHO GHO
SAU,,2008,,MDG_0000000001,,WHO GHO
NIC,,2012,,MDG_0000000001,,WHO GHO
GLOBAL,,2009,,MDG_0000000001,,WHO GHO
UNICEFREGIONSA,,2017,,MDG_0000000001,,WHO GHO
SWZ,,2000,,MDG_0000000001,,WHO GHO
ARE,,2017,,MDG_0000000001,,WHO GHO
MOZ,,2008,,MDG_0000000001,,WHO GHO
WB_LMI,,2010,,MDG_0000000001,,WHO GHO
SLE,,2009,,MDG_0000000001,,WHO GHO
JPN,,2002,,MDG_0000000001,,WHO GHO
TUN,,2004,,MDG_0000000001,,WHO GHO
GMB,,2011,,MDG_0000000001,,WHO GHO
USA,,2005,,MDG_0000000001,,WHO GHO
CPV,,2010,,MDG_0000000001,,WHO GHO
STP,,2021,,MDG_0000000001,,WHO GHO
LCA,,2009,,MDG_0000000001,,WHO GHO
GLOBAL,,2015,,MDG_0000000001,,WHO GHO
SGP,,2022,,MDG_0000000001,,WHO GHO
MHL,,2022,,MDG_0000000001,,WHO GHO
UNICEFREGIONWCA,,2005,,MDG_0000000001,,WHO GHO
TUR,,2001,,MDG_0000000001,,WHO GHO
MMR,,2020,,MDG_0000000001,,WHO GHO
MNE,,2016,,MDG_0000000001,,WHO GHO
MMR,,2000,,MDG_0000000001,,WHO GHO
UNSDG_LLDC,,2015,,MDG_0000000001,,WHO GHO
BDI,,2015,,MDG_0000000001,,WHO GHO
KOR,,2017,,MDG_0000000001,,WHO GHO
PNG,,2015,,MDG_0000000001,,WHO GHO
MDG,,2005,,MDG_0000000001,,WHO GHO
IRL,,2005,,MDG_0000000001,,WHO GHO
BOL,,2013,,MDG_0000000001,,WHO GHO
SVN,,2022,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIASOUTHEASTERNASIA,,2013,,MDG_0000000001,,WHO GHO
BFA,,2012,,MDG_0000000001,,WHO GHO
UNSDG_EUROPE,,2004,,MDG_0000000001,,WHO GHO
CAN,,2002,,MDG_0000000001,,WHO GHO
MNE,,2021,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2005,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHASIA,,2004,,MDG_0000000001,,WHO GHO
LKA,,2021,,MDG_0000000001,,WHO GHO
MLI,,2011,,MDG_0000000001,,WHO GHO
SEN,,2005,,MDG_0000000001,,WHO GHO
SLB,,2004,,MDG_0000000001,,WHO GHO
KGZ,,2008,,MDG_0000000001,,WHO GHO
COK,,2021,,MDG_0000000001,,WHO GHO
DMA,,2001,,MDG_0000000001,,WHO GHO
RUS,,2001,,MDG_0000000001,,WHO GHO
LBN,,2022,,MDG_0000000001,,WHO GHO
WB_LMI,,2016,,MDG_0000000001,,WHO GHO
BTN,,2018,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAP,,2014,,MDG_0000000001,,WHO GHO
FRA,,2023,,MDG_0000000001,,WHO GHO
PRY,,2012,,MDG_0000000001,,WHO GHO
CPV,,2008,,MDG_0000000001,,WHO GHO
MSR,,2001,,MDG_0000000001,,WHO GHO
MLT,,2003,,MDG_0000000001,,WHO GHO
SEN,,2019,,MDG_0000000001,,WHO GHO
BEN,,2009,,MDG_0000000001,,WHO GHO
KGZ,,2000,,MDG_0000000001,,WHO GHO
AFG,,2015,,MDG_0000000001,,WHO GHO
WPR,,2007,,MDG_0000000001,,WHO GHO
DJI,,2018,,MDG_0000000001,,WHO GHO
NIU,,2006,,MDG_0000000001,,WHO GHO
URY,,2018,,MDG_0000000001,,WHO GHO
GBR,,2016,,MDG_0000000001,,WHO GHO
BEN,,2000,,MDG_0000000001,,WHO GHO
ZAF,,2003,,MDG_0000000001,,WHO GHO
PRY,,2001,,MDG_0000000001,,WHO GHO
VUT,,2005,,MDG_0000000001,,WHO GHO
WB_LI,,2010,,MDG_0000000001,,WHO GHO
ECU,,2013,,MDG_0000000001,,WHO GHO
TCA,,2003,,MDG_0000000001,,WHO GHO
ZWE,,2020,,MDG_0000000001,,WHO GHO
WSM,,2006,,MDG_0000000001,,WHO GHO
VUT,,2003,,MDG_0000000001,,WHO GHO
ECU,,2003,,MDG_0000000001,,WHO GHO
SRB,,2014,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIANORTHERNAFR,,2016,,MDG_0000000001,,WHO GHO
VCT,,2004,,MDG_0000000001,,WHO GHO
LUX,,2017,,MDG_0000000001,,WHO GHO
MHL,,2021,,MDG_0000000001,,WHO GHO
NZL,,2018,,MDG_0000000001,,WHO GHO
TCA,,2012,,MDG_0000000001,,WHO GHO
WB_LMI,,2013,,MDG_0000000001,,WHO GHO
SDN,,2007,,MDG_0000000001,,WHO GHO
PLW,,2013,,MDG_0000000001,,WHO GHO
LTU,,2016,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAC,,2022,,MDG_0000000001,,WHO GHO
LKA,,2003,,MDG_0000000001,,WHO GHO
TKM,,2002,,MDG_0000000001,,WHO GHO
NRU,,2006,,MDG_0000000001,,WHO GHO
ARE,,2022,,MDG_0000000001,,WHO GHO
BFA,,2019,,MDG_0000000001,,WHO GHO
WB_UMI,,2002,,MDG_0000000001,,WHO GHO
MLI,,2005,,MDG_0000000001,,WHO GHO
WB_HI,,2011,,MDG_0000000001,,WHO GHO
KAZ,,2011,,MDG_0000000001,,WHO GHO
BGR,,2004,,MDG_0000000001,,WHO GHO
UNICEF_EAPRO,,2020,,MDG_0000000001,,WHO GHO
MDA,,2000,,MDG_0000000001,,WHO GHO
TCA,,2014,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIA,,2019,,MDG_0000000001,,WHO GHO
ARG,,2015,,MDG_0000000001,,WHO GHO
SLE,,2013,,MDG_0000000001,,WHO GHO
BTN,,2013,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIASOUTHERNASIA,,2014,,MDG_0000000001,,WHO GHO
NIU,,2003,,MDG_0000000001,,WHO GHO
CHE,,2005,,MDG_0000000001,,WHO GHO
TTO,,2016,,MDG_0000000001,,WHO GHO
HND,,2007,,MDG_0000000001,,WHO GHO
ZWE,,2004,,MDG_0000000001,,WHO GHO
ISL,,2017,,MDG_0000000001,,WHO GHO
EST,,2006,,MDG_0000000001,,WHO GHO
VUT,,2013,,MDG_0000000001,,WHO GHO
SMR,,2018,,MDG_0000000001,,WHO GHO
PER,,2003,,MDG_0000000001,,WHO GHO
PAN,,2010,,MDG_0000000001,,WHO GHO
ROU,,2005,,MDG_0000000001,,WHO GHO
UNSDG_AUSTRALIANEWZEALAND,,2008,,MDG_0000000001,,WHO GHO
LVA,,2008,,MDG_0000000001,,WHO GHO
BEL,,2003,,MDG_0000000001,,WHO GHO
ROU,,2002,,MDG_0000000001,,WHO GHO
PRK,,2022,,MDG_0000000001,,WHO GHO
IRN,,2022,,MDG_0000000001,,WHO GHO
AZE,,2019,,MDG_0000000001,,WHO GHO
XKX,,2007,,MDG_0000000001,,WHO GHO
SUR,,2022,,MDG_0000000001,,WHO GHO
DZA,,2008,,MDG_0000000001,,WHO GHO
MEX,,2007,,MDG_0000000001,,WHO GHO
UNSDG_SUBSAHARANAFRICA,,2013,,MDG_0000000001,,WHO GHO
CZE,,2010,,MDG_0000000001,,WHO GHO
CHE,,2009,,MDG_0000000001,,WHO GHO
CHE,,2016,,MDG_0000000001,,WHO GHO
KHM,,2005,,MDG_0000000001,,WHO GHO
NIC,,2008,,MDG_0000000001,,WHO GHO
CPV,,2012,,MDG_0000000001,,WHO GHO
PRK,,2019,,MDG_0000000001,,WHO GHO
UGA,,2006,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIASOUTHEASTERNASIA,,2019,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIANORTHERNAFR,,2017,,MDG_0000000001,,WHO GHO
GEO,,2005,,MDG_0000000001,,WHO GHO
WPR,,2012,,MDG_0000000001,,WHO GHO
GBR,,2011,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAC,,2000,,MDG_0000000001,,WHO GHO
LCA,,2014,,MDG_0000000001,,WHO GHO
SAU,,2011,,MDG_0000000001,,WHO GHO
MDA,,2019,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIAexAUSNZL,,2011,,MDG_0000000001,,WHO GHO
COK,,2000,,MDG_0000000001,,WHO GHO
GHA,,2002,,MDG_0000000001,,WHO GHO
FRA,,2019,,MDG_0000000001,,WHO GHO
HTI,,2011,,MDG_0000000001,,WHO GHO
BRB,,2000,,MDG_0000000001,,WHO GHO
SAU,,2010,,MDG_0000000001,,WHO GHO
UNSDG_NORTHERNAMR,,2001,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIASOUTHERNASIA,,2021,,MDG_0000000001,,WHO GHO
UNSDG_SIDS,,2021,,MDG_0000000001,,WHO GHO
LSO,,2020,,MDG_0000000001,,WHO GHO
UNSDG_LAC,,2006,,MDG_0000000001,,WHO GHO
LBR,,2005,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHEASTERNASIA,,2018,,MDG_0000000001,,WHO GHO
UNICEFREGIONMENA,,2017,,MDG_0000000001,,WHO GHO
AFR,,2004,,MDG_0000000001,,WHO GHO
UNICEF_ECARO,,2004,,MDG_0000000001,,WHO GHO
VUT,,2006,,MDG_0000000001,,WHO GHO
BLR,,2023,,MDG_0000000001,,WHO GHO
CAF,,2016,,MDG_0000000001,,WHO GHO
NAM,,2001,,MDG_0000000001,,WHO GHO
UNICEFREGIONSA,,2018,,MDG_0000000001,,WHO GHO
FSM,,2017,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIAexAUSNZL,,2006,,MDG_0000000001,,WHO GHO
EUR,,2019,,MDG_0000000001,,WHO GHO
LKA,,2008,,MDG_0000000001,,WHO GHO
BRN,,2004,,MDG_0000000001,,WHO GHO
GLOBAL,,2001,,MDG_0000000001,,WHO GHO
DJI,,2004,,MDG_0000000001,,WHO GHO
LAO,,2003,,MDG_0000000001,,WHO GHO
HTI,,2009,,MDG_0000000001,,WHO GHO
ALB,,2007,,MDG_0000000001,,WHO GHO
MCO,,2009,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHEASTERNASIA,,2005,,MDG_0000000001,,WHO GHO
TGO,,2015,,MDG_0000000001,,WHO GHO
UNSDG_LLDC,,2007,,MDG_0000000001,,WHO GHO
CPV,,2009,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAP,,2016,,MDG_0000000001,,WHO GHO
UNSDG_LLDC,,2020,,MDG_0000000001,,WHO GHO
BLR,,2007,,MDG_0000000001,,WHO GHO
SYR,,2019,,MDG_0000000001,,WHO GHO
KAZ,,2012,,MDG_0000000001,,WHO GHO
FJI,,2002,,MDG_0000000001,,WHO GHO
PSE,,2016,,MDG_0000000001,,WHO GHO
OMN,,2009,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIASOUTHEASTERNASIA,,2020,,MDG_0000000001,,WHO GHO
YEM,,2011,,MDG_0000000001,,WHO GHO
AUT,,2006,,MDG_0000000001,,WHO GHO
